Id,IDRECIPE,STEP,DESCRIPTION,CREATED,CREATED_BY,UPDATED,UPDATED_BY
153,52,1,"<div class=""ck-content""><p>Montar:</p><figure class=""table"" style=""float:left;""><table><tbody><tr><td style=""border:2px solid hsl(0, 0%, 0%);""><strong><u>Superior</u></strong>: &nbsp;Pan</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);"">Salsa tártara</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);"">Queso</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);"">Hamburguesa</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);"">Huevo a la plancha</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);"">Tomate</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);"">Lechuga</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);"">Pimiento encurtido en trocitos</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);""><strong><u>Base</u></strong>: Pan</td></tr></tbody></table></figure></div>",2023-05-24T16:30:35,JORTRI,2023-05-24T16:30:35,JORTRI
154,53,1,"<div class=""ck-content""><p>Berenjenas peladas y cortadas en rodajas finas, pasar por rebozado:</p><blockquote><p><mark class=""marker-yellow"">Suficientes para cubrir bandeja de horno 2 veces</mark></p></blockquote><p><strong>1)</strong></p><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v26/imagenes_cocina/bol_48.png"" alt=""Bol"" title=""Bol"">
 <figcaption>Bol con huevo batido</figcaption>
</figure></div><p>&nbsp;</p><p><strong>2)</strong></p><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v26/imagenes_cocina/plato_48.png"" alt=""Plato"" title=""Plato"">
 <figcaption>Plato con harina</figcaption>
</figure></div><p>&nbsp;</p><p><strong>3)</strong></p><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v26/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén grande</figcaption>
</figure></div><ul><li>Aceite para freír</li></ul><p>⇒ Freír hasta dorar ⇒ reservar</p></div>",2023-05-24T16:39:51,JORTRI,2023-05-24T16:53:54,JORTRI
173,59,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v28/imagenes_cocina/bol_48.png"" alt=""Bol"" title=""Bol"">
 <figcaption>Bol</figcaption>
</figure></div><ul><li>Garbanzos</li><li>1 cucharada comino</li><li>1 chorraco aceite</li></ul><p>⇒ Mezclar ⇒ Macerarse 30'</p></div>",2023-05-25T12:04:12,JORTRI,2023-05-25T12:05:25,JORTRI
177,59,5,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v28/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Garbanzos con su aceite de maceramiento</li></ul><p>⇒ Fuego medio - Saltear</p></div>",2023-05-25T12:11:19,JORTRI,2023-05-25T12:11:19,JORTRI
178,59,6,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v28/imagenes_cocina/batidora_48.png"" alt=""Batidora"" title=""Batidora"">
 <figcaption>Batidora</figcaption>
</figure></div><p>Vinagreta:</p><ul><li>Huevo abierto y sacado todo su contenido</li><li>Perejil</li><li>1 chorro enorme aceite</li><li>1 chorrico vinagre</li><li>Sal</li></ul><p>⇒ Batir - Salsa medio espesa.</p></div>",2023-05-25T12:12:39,JORTRI,2023-05-25T12:12:39,JORTRI
179,59,7,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v28/imagenes_cocina/plato_48.png"" alt=""Plato"" title=""Plato"">
 <figcaption>Plato</figcaption>
</figure></div><figure class=""table"" style=""float:left;""><table><tbody><tr><td style=""border:2px solid hsl(0, 0%, 0%);""><strong>Superior</strong>: Vinagreta paso 6</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);"">Garbanzos</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);""><p>Queso cabra a rodajas</p><p><u>Opcional</u>: pasar por la plancha</p></td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);"">Pechuga pavo a tacos</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);"">Patata a tacos</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);""><strong>Base</strong>: Judías cortada a trozos</td></tr></tbody></table></figure><p>&nbsp;</p><div class=""page-break"" style=""page-break-after:always;""><span style=""display:none;"">&nbsp;</span></div><blockquote><p>Se come atemperada</p></blockquote></div>",2023-05-25T12:15:21,JORTRI,2023-05-25T12:15:58,JORTRI
180,60,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v28/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén ancha</figcaption>
</figure></div><ul><li>250 ml aceite</li><li>Ajos enteros</li><li>20 granos pimienta negra</li><li>Laurel / Romero / Tomillo</li><li>Vino blanco</li><li>Zumo limón</li></ul><p>⇒ Fuego suave removiendo 20'</p><blockquote><p><mark class=""marker-yellow"">Es el escabeche en sí. Los ingredientes para este serían para 4 personas realmente, una vez terminado se puede enfriar y guardar en frigorífico para reutilizarlo (Máximo 2 semanas)</mark></p></blockquote></div>",2023-05-25T12:22:34,JORTRI,2023-05-25T12:22:34,JORTRI
87,38,2,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v21/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Bacon</li></ul><p>⇒ Freir</p></div>",2023-05-24T11:54:52,JORTRI,2023-06-07T12:55:17,JORTRI
88,38,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v21/imagenes_cocina/bol_48.png"" alt=""Bol"" title=""Bol"">
 <figcaption>Bol</figcaption>
</figure></div><p>emplatado final:</p><ul><li>Lechuga</li><li>Resto ingredientes</li><li>Salsa por encima</li></ul></div>",2023-05-24T11:55:38,JORTRI,2023-05-24T11:55:38,JORTRI
96,41,1,<p>Trocear chocolate con dedos → Derretir baño maría o microondas</p>,2023-05-24T12:34:36,JORTRI,2023-05-24T12:34:36,JORTRI
98,41,3,<p>Remoja las galletas en leche tibia y comenzar a montar el pastel.</p><p>Coloca el molde desmontable una capa de galletas después extiende una capa de chocolate y así hasta rellenar el molde.</p><p>Refrigerar 2 horas.</p>,2023-05-24T12:36:21,JORTRI,2023-05-24T12:36:21,JORTRI
99,41,4,"<p>Cuando lo sirvas lo puedes decorar con nata, sirope chocolate y rodajas de fresa.</p>",2023-05-24T12:36:59,JORTRI,2023-05-24T12:36:59,JORTRI
102,42,3,"<div class=""ck-content""><p>Quitar cáscara huevos paso 2 y partir. Enfriar.</p><p><mark class=""marker-yellow"">Reservar la yema de 1 huevo.</mark></p></div>",2023-05-24T12:42:57,JORTRI,2023-05-24T12:43:23,JORTRI
107,43,1,<p>Cocer las patatas durante 10 minutos. Las patatas tienen que partirse en trozos pequeños.</p><p>Una vez cocidas escurrirlas y secarlas.</p>,2023-05-24T12:56:49,JORTRI,2023-05-24T13:00:59,JORTRI
140,47,4,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v26/imagenes_cocina/cazuela_48.png"" alt=""Cacerola"" title=""Cacerola"">
 <figcaption>Cacerola</figcaption>
</figure></div><ul><li>Carne paso anterior&nbsp;</li><li>Aceite de sartén paso anterior</li><li>Vino</li></ul><p>⇒ Reducir con fuego fuerte <mark class=""marker-yellow"">(Rato hirviendo para sacar alcohol)</mark></p></div>",2023-05-24T15:25:55,JORTRI,2023-05-24T15:25:55,JORTRI
149,50,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v26/imagenes_cocina/cazuela_48.png"" alt=""Cacerola"" title=""Cacerola"">
 <figcaption>Cacerola</figcaption>
</figure></div><ul><li>Agua</li></ul><p>⇒ Ebullición ⇒ +:</p><ul><li>Chorrico aceite</li><li>Sal</li><li>Pasta</li></ul><p>⇒ Cocer al dente ⇒ Escurrir⇒ Enfriar</p></div>",2023-05-24T16:02:28,JORTRI,2023-05-24T16:02:28,JORTRI
163,55,5,<p>Antes servir ⇒ Mermelada por encima</p>,2023-05-24T17:16:55,JORTRI,2023-05-24T17:16:55,JORTRI
183,60,4,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v28/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén con escabeche paso 1</figcaption>
</figure></div><ul><li>Rollitos fritos de pescado</li></ul><p>⇒ 5' a fuego ⇒ Tapar y reposar 10'</p></div>",2023-05-25T12:29:35,JORTRI,2023-05-25T12:29:35,JORTRI
184,60,5,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v28/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Poco aceite</li><li>Esparragos</li></ul><p>⇒ Hacer 6' ⇒ +</p><ul><li>Tomates cherry</li></ul><p>⇒ Hacer 5' más</p><p>&nbsp;</p></div>",2023-05-25T12:30:45,JORTRI,2023-05-25T12:30:45,JORTRI
191,61,6,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v28/imagenes_cocina/cazuela_48.png"" alt=""Cacerola"" title=""Cacerola"">
 <figcaption>Cacerola</figcaption>
</figure></div><ul><li>Agua y sal hirviendo</li><li>Pasta</li></ul><p>⇒ 10' ⇒ Escurrir ⇒ +:</p><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v28/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Pasta</li><li>Perejil</li></ul><p>⇒ Una ratico</p></div>",2023-05-25T12:50:22,JORTRI,2023-05-25T12:50:22,JORTRI
192,61,7,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v28/imagenes_cocina/plato_48.png"" alt=""Plato"" title=""Plato"">
 <figcaption>Emplatado</figcaption>
</figure></div><ul><li>Pollo con salsa</li><li>Pasta de guarnición</li></ul></div>",2023-05-25T12:51:01,JORTRI,2023-05-25T12:51:01,JORTRI
193,62,1,"<p>Coge los garbanzos y ponlos en el escurridor, mete este bajo el chorro de agua fría</p>",2023-05-25T12:59:48,JORTRI,2023-05-25T12:59:48,JORTRI
194,62,2,"<p>Pela los ajos y cortalos finamente en rodajas, pon una sartén a fuego medio con el aceite, añade los ajos y deja que se cocinen</p>",2023-05-25T13:00:26,JORTRI,2023-05-25T13:00:26,JORTRI
195,62,3,<p>Añade los garbanzos bien escurridos y añade sal. Saltea durante unos &nbsp;minutos hasta que los garbanzos se doren</p>,2023-05-25T13:00:57,JORTRI,2023-05-25T13:00:57,JORTRI
196,62,4,"<p>En un bol añade: pechuga pavo, tomate, maíz y oregano.</p><p>Añade los garbanzos.</p><p>Mezcla toda la ensalada.</p>",2023-05-25T13:01:35,JORTRI,2023-05-25T13:01:35,JORTRI
197,62,5,<p>Servir fría 1 hora con el frigorífico.</p><p>Servir templada.</p>,2023-05-25T13:02:00,JORTRI,2023-05-25T13:02:00,JORTRI
198,63,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v28/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Huevos batidos</li></ul><p>⇒ Tortilla ⇒ Trocear ⇒ Reservar</p><blockquote><p><mark class=""marker-yellow"">Solo hacer tortilla para comer el día, no para congelar</mark></p></blockquote></div>",2023-05-25T14:48:13,JORTRI,2023-05-25T14:48:13,JORTRI
199,63,2,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v28/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Pechuga pavo</li></ul><p>⇒ Hacer ⇒ Trocear ⇒ Reservar</p></div>",2023-05-25T14:48:36,JORTRI,2023-05-25T14:48:36,JORTRI
121,45,2,<p>Poner a calentar el agua para cocer los espárragos. Sal. 20' cocción.</p>,2023-05-24T14:46:54,JORTRI,2023-05-24T14:46:54,JORTRI
124,45,5,<p>Cortar el jamón en taquitos</p>,2023-05-24T14:47:46,JORTRI,2023-05-24T14:47:46,JORTRI
126,45,7,"<p>Añadir el jamon al arroz, en la misma olla en la que se ha cocinado el arroz.</p><p>Dejar 2-3' y luego reposar con un paño por encima 5-10'</p>",2023-05-24T14:48:53,JORTRI,2023-05-24T14:48:53,JORTRI
132,46,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v25/imagenes_cocina/bol_48.png"" alt=""Bol"" title=""Bol"">
 <figcaption>Bol</figcaption>
</figure></div><ul><li>Agua y Sal</li><li>Almejas</li></ul><p>⇒ 1 hora para que se limpien</p></div>",2023-05-24T15:04:21,JORTRI,2023-05-24T15:04:21,JORTRI
133,46,2,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v25/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Aceite</li><li>Ajo / Cebolla → Rodajas / Troceada</li><li>Tomate rayado</li></ul><blockquote><p><mark class=""marker-yellow"">Posible prueba: incorporar pimento rojo/verde a tacos</mark></p></blockquote><p>⇒ Dorar</p></div>",2023-05-24T15:05:52,JORTRI,2023-05-24T15:06:43,JORTRI
134,46,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v25/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><p>paso 1 +:</p><ul><li>Harina</li></ul><p>⇒ Freír</p></div>",2023-05-24T15:06:34,JORTRI,2023-05-24T15:06:34,JORTRI
138,47,2,"<div class=""ck-content""><p><i><mark class=""pen-red""><strong><u>OPCIONAL:</u> solo si no se compraron ya fritas</strong></mark></i></p><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v26/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><p>misma sartén con aceite que ya tiene:</p><ul><li>Almendras</li></ul><p>⇒ Freír fuego lento&nbsp;</p><blockquote><p><mark class=""marker-yellow"">Nunca permitir se pongan negras, amargan</mark></p></blockquote><p>⇒ Sacar y reservar</p></div>",2023-05-24T15:22:44,JORTRI,2023-05-24T15:22:44,JORTRI
139,47,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v26/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><p>misma sartén con aceite que ya tiene:</p><ul><li>Carne</li></ul><p>⇒ Dorar ⇒ Sacar y reservar</p></div>",2023-05-24T15:24:19,JORTRI,2023-05-24T15:24:19,JORTRI
144,48,1,"<div class=""ck-content""><p>Forma base:</p><figure class=""table"" style=""float:left;""><table><tbody><tr><td style=""border:2px solid hsl(0, 0%, 0%);""><strong><u>Superior</u></strong>: Rodaja jamon york</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);"">Tranchette queso</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);""><strong><u>Base</u></strong>: Rodaja jamon york</td></tr></tbody></table></figure><p>&nbsp;</p><div class=""page-break"" style=""page-break-after:always;""><span style=""display:none;"">&nbsp;</span></div><blockquote><p>Unir 4 lados con palillos</p></blockquote></div>",2023-05-24T15:35:23,JORTRI,2023-05-24T15:35:23,JORTRI
150,50,2,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v26/imagenes_cocina/batidora_48.png"" alt=""Batidora"" title=""Batidora"">
 <figcaption>Batidora</figcaption>
</figure></div><ul><li>Albahaca</li><li>Ajo troceado</li><li>Queso parmesano</li><li>Piñones</li><li>Sal / Pimienta</li><li>Aceite</li></ul><p>⇒ Triturar hasta tener salsa homogénea</p><blockquote><p><mark class=""marker-yellow"">Opcional: Meter un rato en el frigorífico para que esté más refrescante</mark></p></blockquote></div>",2023-05-24T16:08:07,JORTRI,2023-05-24T16:13:57,JORTRI
151,50,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v26/imagenes_cocina/bol_48.png"" alt=""Bol"" title=""Bol"">
 <figcaption>Bol</figcaption>
</figure></div><ul><li>Tomatitos cortados en cuartos</li><li>Queso cabra en dados</li><li>Pesto paso 2</li></ul><p>&nbsp;</p></div>",2023-05-24T16:13:19,JORTRI,2023-05-24T16:13:19,JORTRI
156,53,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v27/imagenes_cocina/bandeja_horno_48.png"" alt=""Bandeja horno"" title=""Bandeja horno"">
 <figcaption>Bandeja horno cristal alta</figcaption>
</figure></div><ul><li>Bechamel untando el fondo</li><li>1º capa berenjenas</li><li>Sofrito</li><li>2º capa berenjenas</li><li>Cubierto todo con bechamel</li><li>Queso rallado</li></ul><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v27/imagenes_cocina/horno_48.png"" alt=""Horno"" title=""Horno"">
 <figcaption>Horno</figcaption>
</figure></div><p>⇒ 180º - 20' ⇒ 300º gratinar</p></div>",2023-05-24T16:53:33,JORTRI,2023-05-24T16:53:33,JORTRI
157,54,1,<p>Llenar la olla express a la mitad de agua y poner a hervir. Cuando empiece echar todos los ingredientes menos la patata y los garbanzos.</p><p>Tapar y dejar 30 minutos.</p>,2023-05-24T16:59:16,JORTRI,2023-05-24T16:59:16,JORTRI
165,56,2,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v28/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Aceite</li><li>Cebolla troceada</li></ul><p>⇒ Pochar ⇒ +:</p><ul><li>Carne bien picada</li><li>Sal</li></ul><p>⇒ Hacer a fuego medio ⇒ +:</p><ul><li>Tomate frito</li><li>Sal / Pimienta</li></ul><p>⇒ Mezclar ⇒ Fuego medio 5' ⇒ +:</p><ul><li>Pasta punto 1</li></ul><p>⇒ Mezclar</p></div>",2023-05-24T17:25:22,JORTRI,2023-05-24T17:25:22,JORTRI
166,56,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v28/imagenes_cocina/horno_48.png"" alt=""Horno"" title=""Horno"">
 <figcaption>Horno</figcaption>
</figure></div><ul><li>Todo lo de sartén paso 2</li><li>Queso rallado por encima</li></ul><p>⇒ Gratinar</p></div>",2023-05-24T17:26:06,JORTRI,2023-05-24T17:26:06,JORTRI
211,65,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v28/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén del paso 1 +</figcaption>
</figure></div><ul><li>Patatas fritas</li><li>Tacos jamon</li><li>Tacos chorizo</li><li>Unos trocitos sobrasada</li><li>Cayena picada</li><li>Pimiento piquillo en trozos</li><li>Tomate rayado</li></ul><p>⇒ Rehogar todo ⇒ Quitar tomillo ⇒&nbsp;</p><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v28/imagenes_cocina/bandeja_horno_48.png"" alt=""Bandeja horno"" title=""Bandeja horno"">
 <figcaption>Cazuela cerámica para horno</figcaption>
</figure></div><ul><li>El resto de la sartén</li><li>Cascar huevo directo por encima</li><li>Pimentón rojo por encima</li></ul><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v28/imagenes_cocina/horno_48.png"" alt=""Horno"" title=""Horno"">
 <figcaption>Horno</figcaption>
</figure></div><p>⇒ Horno 180º - 20'</p></div>",2023-05-25T15:06:35,JORTRI,2023-05-25T15:06:35,JORTRI
212,66,1,"<p>Coger una olla con agua. 1 pizca de sal, 2 hojas de laurel y aceite.</p><p>Añadir el arroz y cocer.</p>",2023-05-25T15:08:33,JORTRI,2023-05-25T15:08:33,JORTRI
222,69,1,"<div class=""ck-content""><p>Manzana entera pero quitándole el centro</p><pre><code class=""language-plaintext"">     /| |\
    / | | \
   /  \_/  \
   |       |
   |       |
    \______/</code></pre><ul><li>Mantequilla (impregnar)</li><li>Azucar moreno</li><li>Canela</li><li>Vino</li></ul><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/horno_48.png"" alt=""Horno"" title=""Horno"">
 <figcaption>Horno</figcaption>
</figure></div><p>⇒ 180º - 30'</p></div>",2023-05-25T15:34:07,JORTRI,2023-05-25T15:34:52,JORTRI
224,69,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén paso 2 +</figcaption>
</figure></div><ul><li>Morcilla → sin piel y picada</li></ul><p>⇒ Hacer</p></div>",2023-05-25T15:36:32,JORTRI,2023-05-25T15:36:32,JORTRI
225,69,4,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén paso 3 +</figcaption>
</figure></div><ul><li>Manzana fuera de horno → Atemperada → Quitar piel → Picada</li></ul><p>⇒ Mezclar</p></div>",2023-05-25T15:37:16,JORTRI,2023-05-25T15:37:16,JORTRI
227,69,6,"<div class=""ck-content""><p>Masa brick → Cortada en triangulo</p><pre><code class=""language-plaintext"">_________/
|       /|
|      / |
|     /  |
|    /   |
|   /    |
|  /     |
| /      |
|/_______|
/</code></pre><p>Poner bola relleno sartén en un esquina ⇒ Doblar hasta tener un paquete ⇒ Palillo para evitar se salga:</p><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/horno_48.png"" alt=""Horno"" title=""Horno"">
 <figcaption>Horno</figcaption>
</figure></div><p>⇒ 200º - 20' (Pasta dorada)</p></div>",2023-05-25T15:42:02,JORTRI,2023-05-25T15:42:02,JORTRI
229,73,1,<p>Lavar bien (dejar a remojo) y escurrir gambas</p>,2023-05-26T12:45:58,JORTRI,2023-05-26T12:45:58,JORTRI
232,73,4,"<p>Gamba queda en colador ⇒ Atemperar ⇒ Pelar:</p><ul><li>Gamba en si ⇒ Triturar<img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/batidora_trituradora_48.png"" alt=""Batidora trituradora""></li><li>Cascaras y caabezas &nbsp;⇒ Reservar</li></ul>",2023-05-26T12:48:50,JORTRI,2023-05-26T12:48:50,JORTRI
240,74,1,<p>Aguacate por mitad y quitar hueso</p>,2023-05-26T17:52:20,JORTRI,2023-05-26T17:52:20,JORTRI
244,75,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/bol_48.png"" alt=""Bol"" title=""Bol"">
 <figcaption>Bol</figcaption>
</figure></div><ul><li>Col → Quitar tallo → enjuagar y corte juliana</li><li>Cebolla → Juliana</li><li>Zanahoria → Juliana (al final para no ponerse negra)</li><li>Manzana → Juliana (al final para no ponerse negra)</li></ul></div>",2023-05-26T18:47:32,JORTRI,2023-05-26T18:47:32,JORTRI
